block_height,block_index,total,fees,size,gas_limit,gas_used,gas_price,gas_tip_cap,gas_fee_cap,confirmed,received,ver,double_spend,vin_sz,vout_sz,confirmations,confidence,Label
4217979,3,7.52E+19,7.46E+14,115,150000,21000,35500000000,35500000000,35500000000,1504014091,1504014090,0,0,1,1,10577763,1,0
4220424,149,2.50E+19,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1504074877,1504074761,0,0,1,1,10575318,1,0
4224583,2,5.00E+19,8.23E+15,112,300000,51416,1.60E+11,1.60E+11,1.60E+11,1504177114,1504177107,0,0,1,1,10571159,1,0
4224733,177,5.11E+19,7.46E+14,115,150000,21000,35500000000,35500000000,35500000000,1504180699,1504180387,0,0,1,1,10571009,1,0
4238150,7,1.00E+19,3.61E+15,111,250000,51416,70221063327,70221063327,70221063327,1504508311,1504508230,0,0,1,1,10557592,1,0
4240618,15,1.00E+19,4.42E+14,110,25000,21051,21000000000,21000000000,21000000000,1504569037,1504569032,0,0,1,1,10555124,1,0
4241501,4,5.00E+19,1.34E+16,112,350000,51416,2.60E+11,2.60E+11,2.60E+11,1504591148,1504591148,0,0,1,1,10554241,1,0
4241569,241,4.85E+19,7.46E+14,115,150000,21000,35500000000,35500000000,35500000000,1504592734,1504592699,0,0,1,1,10554173,1,0
4244461,17,7.50E+18,1.26E+15,110,21000,21000,60000000000,60000000000,60000000000,1504664491,1504664485,0,0,1,1,10551281,1,0
4262498,0,2.04E+19,1.26E+15,112,250000,21000,60000000000,60000000000,60000000000,1505101521,1505101522,0,0,1,1,10533244,1,0
4263391,32,1.50E+19,6.30E+14,110,35000,21000,30000000000,30000000000,30000000000,1505122311,1505122311,0,0,1,1,10532351,1,0
4266629,276,1.38E+19,5.25E+14,113,90000,21000,25000000000,25000000000,25000000000,1505200435,1505200431,0,0,1,1,10529113,1,0
4268853,7,1.00E+19,1.26E+15,110,30000,21000,60000000000,60000000000,60000000000,1505254296,1505254243,0,0,1,1,10526889,1,0
4275900,266,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505424248,1505424238,0,0,1,1,10519842,1,0
4275917,157,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505424588,1505424581,0,0,1,1,10519825,1,0
4275925,296,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505424760,1505424745,0,0,1,1,10519817,1,0
4275932,56,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505425189,1505424867,0,0,1,1,10519810,1,0
4275942,275,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505425485,1505425341,0,0,1,1,10519800,1,0
4275950,154,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505425706,1505425693,0,0,1,1,10519793,1,0
4275952,84,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505425909,1505425860,0,0,1,1,10519793,1,0
4275958,300,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505426048,1505426047,0,0,1,1,10519787,1,0
4275965,237,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505426264,1505426246,0,0,1,1,10519780,1,0
4275971,127,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505426401,1505426377,0,0,1,1,10519774,1,0
4275975,248,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505426474,1505426474,0,0,1,1,10519770,1,0
4275979,163,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505426557,1505426549,0,0,1,1,10519766,1,0
4276005,19,5.40E+18,6.30E+14,110,31501,21000,30000000000,30000000000,30000000000,1505427049,1505427027,0,0,1,1,10519740,1,0
4276010,8,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505427161,1505427091,0,0,1,1,10519735,1,0
4276014,98,3.62E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505427211,1505427202,0,0,1,1,10519731,1,0
4281390,79,9.84E+18,5.04E+14,113,90000,21000,24000000000,24000000000,24000000000,1505556276,1505556259,0,0,1,1,10514355,1,0
4287585,10,8.36E+18,1.07E+15,114,121001,21000,51000000000,51000000000,51000000000,1505703679,1505703678,0,0,1,1,10508160,1,0
4291103,17,3.00E+19,4.62E+14,111,21000,21000,22000000000,22000000000,22000000000,1505788676,1505788673,0,0,1,1,10504642,1,0
4291290,60,7.00E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505793094,1505793093,0,0,1,1,10504455,1,0
4291367,161,3.00E+18,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505795026,1505795015,0,0,1,1,10504378,1,0
4291474,62,7.00E+18,6.74E+15,111,500000,21000,3.21E+11,3.21E+11,3.21E+11,1505797508,1505797465,0,0,1,1,10504271,1,0
4292463,86,1.19E+19,4.41E+14,113,90000,21000,21000000000,21000000000,21000000000,1505820893,1505820892,0,0,1,1,10503282,1,0
4293714,30,1.00E+17,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505850699,1505850651,0,0,1,1,10502031,1,0
4293908,19,1.30E+19,5.25E+14,110,21000,21000,25000000000,25000000000,25000000000,1505855093,1505855062,0,0,1,1,10501837,1,0
4295389,77,1.81E+19,4.62E+14,110,31501,21000,22000000000,22000000000,22000000000,1505890719,1505890668,0,0,1,1,10500356,1,0
4307028,38,1.30E+20,6.83E+14,111,31501,21000,32528693558,32528693558,32528693558,1506206453,1506206440,0,0,1,1,10488717,1,0
4307109,91,7.49E+19,6.30E+14,114,90000,21000,30000000000,30000000000,30000000000,1506208572,1506208296,0,0,1,1,10488636,1,0
4307145,175,2.09E+19,6.30E+14,111,31501,21000,30000000000,30000000000,30000000000,1506209747,1506209669,0,0,1,1,10488600,1,0
4307225,77,6.79E+19,6.30E+14,114,90000,21000,30000000000,30000000000,30000000000,1506212397,1506212320,0,0,1,1,10488520,1,0
4307258,133,3.40E+19,4.41E+14,114,90000,21000,21000000000,21000000000,21000000000,1506213329,1506213320,0,0,1,1,10488487,1,0
4309576,161,2.22E+20,5.25E+14,113,21000,21000,25000000000,25000000000,25000000000,1506281298,1506281285,0,0,1,1,10486169,1,0
4309712,82,7.20E+19,4.41E+14,112,31501,21000,21000000000,21000000000,21000000000,1506285592,1506285526,0,0,1,1,10486033,1,0
4309823,106,6.90E+19,4.41E+14,113,21000,21000,21000000000,21000000000,21000000000,1506290148,1506290148,0,0,1,1,10485922,1,0
4309849,152,1.77E+19,4.41E+14,111,31501,21000,21000000000,21000000000,21000000000,1506290652,1506290599,0,0,1,1,10485896,1,0
4312305,231,7.49E+19,4.86E+14,114,21001,21000,23120449158,23120449158,23120449158,1506364292,1506363864,0,0,1,1,10483441,1,0
4312400,45,8.22E+19,6.06E+14,113,50000,21000,28859082623,28859082623,28859082623,1506367541,1506367496,0,0,1,1,10483346,1,0
4312515,6,4.24E+19,5.25E+14,111,21000,21000,25000000000,25000000000,25000000000,1506371023,1506371015,0,0,1,1,10483232,1,0
4312549,282,2.46E+20,5.25E+14,111,21000,21000,25000000000,25000000000,25000000000,1506372097,1506372066,0,0,1,1,10483198,1,0
4318387,318,3.18E+19,5.25E+14,111,21000,21000,25000000000,25000000000,25000000000,1506546306,1506546274,0,0,1,1,10477360,1,0
4322333,104,8.50E+18,4.20E+14,111,31501,21000,20000000000,20000000000,20000000000,1506666314,1506666297,0,0,1,1,10473414,1,0
4325079,235,2.06E+19,4.20E+14,113,63500,21000,20000000000,20000000000,20000000000,1506750980,1506750808,0,0,1,1,10470668,1,0
4333508,13,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507006119,1507006103,0,0,1,1,10462239,1,0
4333514,84,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507006381,1507006267,0,0,1,1,10462233,1,0
4333519,18,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507006543,1507006511,0,0,1,1,10462228,1,0
4333527,179,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507006661,1507006645,0,0,1,1,10462220,1,0
4333532,104,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507006961,1507006768,0,0,1,1,10462215,1,0
4333538,226,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507007069,1507007054,0,0,1,1,10462209,1,0
4333545,42,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507007246,1507007195,0,0,1,1,10462202,1,0
4333548,80,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507007335,1507007302,0,0,1,1,10462199,1,0
4333553,5,6.80E+18,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507007413,1507007398,0,0,1,1,10462194,1,0
4334098,33,3.41E+19,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507023430,1507023389,0,0,1,1,10461649,1,0
4341057,75,4.00E+20,5.91E+14,112,250000,21000,28125358673,28125358673,28125358673,1507231026,1507231025,0,0,1,1,10454690,1,0
4341340,211,1.00E+20,5.25E+14,111,21000,21000,25000000000,25000000000,25000000000,1507239620,1507239579,0,0,1,1,10454407,1,0
4341686,28,5.00E+19,2.10E+14,112,31501,21000,10000000000,10000000000,10000000000,1507249406,1507249395,0,0,1,1,10454061,1,0
4352783,28,2.40E+16,4.41E+14,110,21000,21000,21000000000,21000000000,21000000000,1507584360,1507584289,0,0,1,1,10442964,1,0
4352795,38,2.11E+15,4.20E+14,109,21000,21000,20000000000,20000000000,20000000000,1507584697,1507584681,0,0,1,1,10442952,1,0
4355689,24,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507669803,1507669797,0,0,1,1,10440058,1,0
4355697,26,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670077,1507670016,0,0,1,1,10440050,1,0
4355701,112,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670138,1507670115,0,0,1,1,10440046,1,0
4355704,96,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670199,1507670165,0,0,1,1,10440044,1,0
4355707,42,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670262,1507670247,0,0,1,1,10440041,1,0
4355710,17,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670339,1507670327,0,0,1,1,10440038,1,0
4355715,161,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670479,1507670412,0,0,1,1,10440033,1,0
4355720,233,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670593,1507670564,0,0,1,1,10440028,1,0
4355726,128,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507670747,1507670684,0,0,1,1,10440022,1,0
4355749,80,3.31E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507671878,1507671599,0,0,1,1,10439999,1,0
4360232,3,2.60E+19,4.41E+14,112,21000,21000,21000000000,21000000000,21000000000,1507805318,1507805307,0,0,1,1,10435516,1,0
4361563,147,6.72E+18,5.06E+14,111,21000,21000,24097542697,24097542697,24097542697,1507844285,1507844273,0,0,1,1,10434185,1,0
4361585,21,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507844827,1507844782,0,0,1,1,10434163,1,0
4361592,27,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507845023,1507844948,0,0,1,1,10434156,1,0
4361603,180,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507845384,1507845210,0,0,1,1,10434145,1,0
4361607,42,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507845539,1507845460,0,0,1,1,10434141,1,0
4361612,97,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507845663,1507845663,0,0,1,1,10434136,1,0
4361618,146,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507845797,1507845794,0,0,1,1,10434130,1,0
4361621,156,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507845875,1507845862,0,0,1,1,10434127,1,0
4361627,15,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507846071,1507846040,0,0,1,1,10434121,1,0
4361633,191,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507846208,1507846163,0,0,1,1,10434115,1,0
4361636,16,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507846359,1507846329,0,0,1,1,10434112,1,0
4361641,53,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507846583,1507846409,0,0,1,1,10434107,1,0
4361647,234,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507846812,1507846723,0,0,1,1,10434101,1,0
4361652,263,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507846926,1507846923,0,0,1,1,10434096,1,0
4361660,50,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507847127,1507847126,0,0,1,1,10434088,1,0
4361665,255,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507847246,1507847216,0,0,1,1,10434083,1,0
4361671,98,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507847494,1507847287,0,0,1,1,10434077,1,0
4361678,213,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507847643,1507847626,0,0,1,1,10434070,1,0
4361683,183,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507847721,1507847718,0,0,1,1,10434065,1,0
4361691,236,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507847867,1507847826,0,0,1,1,10434057,1,0
4361696,76,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848024,1507847938,0,0,1,1,10434052,1,0
4361701,52,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848261,1507848183,0,0,1,1,10434047,1,0
4361706,85,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848383,1507848334,0,0,1,1,10434042,1,0
4361709,28,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848459,1507848424,0,0,1,1,10434040,1,0
4361713,230,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848524,1507848524,0,0,1,1,10434036,1,0
4361716,388,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848583,1507848583,0,0,1,1,10434033,1,0
4361719,208,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848684,1507848679,0,0,1,1,10434030,1,0
4361724,246,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507848813,1507848761,0,0,1,1,10434025,1,0
4361730,12,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507849012,1507848882,0,0,1,1,10434019,1,0
4361734,42,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507849100,1507849063,0,0,1,1,10434015,1,0
4361738,49,6.72E+18,4.41E+14,111,21000,21000,21000000000,21000000000,21000000000,1507849217,1507849179,0,0,1,1,10434011,1,0
4377736,140,5.80E+19,1.26E+14,114,50000,21000,6000000001,6000000001,6000000001,1508217762,1508217706,0,0,1,1,10418013,1,0
4388497,185,1.68E+19,8.40E+13,110,21000,21000,4000000000,4000000000,4000000000,1508367368,1508367365,0,0,1,1,10407252,1,0
4395222,20,7.50E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508460966,1508460953,0,0,1,1,10400527,1,0
4406966,26,2.60E+19,4.20E+13,110,31500,21000,2000000000,2000000000,2000000000,1508622529,1508622468,0,0,1,1,10388783,1,0
4407846,15,3.70E+19,8.40E+13,110,31500,21000,4000000000,4000000000,4000000000,1508634401,1508634399,0,0,1,1,10387903,1,0
4407891,53,3.50E+19,8.40E+13,110,31500,21000,4000000000,4000000000,4000000000,1508634917,1508634913,0,0,1,1,10387858,1,0
4407928,53,1.04E+20,8.40E+13,113,50000,21000,4000000000,4000000000,4000000000,1508635469,1508635465,0,0,1,1,10387821,1,0
4419471,251,2.63E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1508795993,1508795993,0,0,1,1,10376278,1,0
4420706,245,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508812600,1508812550,0,0,1,1,10375043,1,0
4420711,96,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508812666,1508812658,0,0,1,1,10375038,1,0
4420736,39,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508812963,1508812959,0,0,1,1,10375013,1,0
4420740,35,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508813019,1508813016,0,0,1,1,10375009,1,0
4420752,70,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508813266,1508813264,0,0,1,1,10374998,1,0
4420757,27,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508813303,1508813301,0,0,1,1,10374993,1,0
4420761,12,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508813359,1508813356,0,0,1,1,10374989,1,0
4420767,287,2.00E+19,2.65E+14,112,21000,21000,12600000000,12600000000,12600000000,1508813442,1508813437,0,0,1,1,10374983,1,0
4420978,3,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816395,1508816393,0,0,1,1,10374772,1,0
4420980,60,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816435,1508816421,0,0,1,1,10374770,1,0
4420983,149,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816467,1508816448,0,0,1,1,10374767,1,0
4420986,41,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816514,1508816510,0,0,1,1,10374764,1,0
4420990,200,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816582,1508816582,0,0,1,1,10374760,1,0
4420990,201,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816582,1508816582,0,0,1,1,10374760,1,0
4420991,36,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816599,1508816599,0,0,1,1,10374759,1,0
4420992,19,2.00E+19,1.05E+14,111,31500,21000,5000000000,5000000000,5000000000,1508816619,1508816616,0,0,1,1,10374758,1,0
4427688,21,7.01E+18,1.76E+14,111,21000,21000,8400000000,8400000000,8400000000,1508910454,1508910449,0,0,1,1,10368062,1,0
4427697,64,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508910560,1508910556,0,0,1,1,10368053,1,0
4427703,81,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508910603,1508910601,0,0,1,1,10368047,1,0
4427722,86,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508910890,1508910890,0,0,1,1,10368028,1,0
4427740,120,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911180,1508911156,0,0,1,1,10368010,1,0
4427756,296,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911441,1508911411,0,0,1,1,10367994,1,0
4427759,46,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911509,1508911494,0,0,1,1,10367991,1,0
4427765,123,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911590,1508911576,0,0,1,1,10367985,1,0
4427771,43,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911652,1508911651,0,0,1,1,10367979,1,0
4427774,166,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911749,1508911747,0,0,1,1,10367976,1,0
4427789,62,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911866,1508911864,0,0,1,1,10367962,1,0
4427797,39,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508911950,1508911950,0,0,1,1,10367954,1,0
4427800,226,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912023,1508911997,0,0,1,1,10367951,1,0
4427804,195,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912107,1508912054,0,0,1,1,10367947,1,0
4427813,32,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912153,1508912147,0,0,1,1,10367938,1,0
4427820,99,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912228,1508912228,0,0,1,1,10367931,1,0
4427825,34,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912288,1508912286,0,0,1,1,10367926,1,0
4427830,115,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912348,1508912343,0,0,1,1,10367921,1,0
4427837,243,7.01E+18,1.16E+14,111,21000,21000,5500000000,5500000000,5500000000,1508912438,1508912438,0,0,1,1,10367914,1,0
4445928,112,6.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509163965,1509163964,0,0,1,1,10349823,1,0
4445932,10,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164006,1509164003,0,0,1,1,10349819,1,0
4445934,41,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164031,1509164031,0,0,1,1,10349817,1,0
4445935,84,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164054,1509164052,0,0,1,1,10349816,1,0
4445938,25,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164075,1509164070,0,0,1,1,10349813,1,0
4445940,11,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164100,1509164094,0,0,1,1,10349811,1,0
4445943,37,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164125,1509164114,0,0,1,1,10349808,1,0
4445944,17,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164138,1509164137,0,0,1,1,10349807,1,0
4445946,79,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164180,1509164156,0,0,1,1,10349805,1,0
4445946,112,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164180,1509164175,0,0,1,1,10349805,1,0
4445947,83,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164208,1509164193,0,0,1,1,10349804,1,0
4445948,196,7.00E+18,8.40E+13,109,31500,21000,4000000000,4000000000,4000000000,1509164232,1509164211,0,0,1,1,10349803,1,0
4445952,35,7.00E+18,8.82E+13,108,31500,21000,4200000000,4200000000,4200000000,1509164344,1509164317,0,0,1,1,10349800,1,0
4445952,36,7.00E+18,8.82E+13,109,31500,21000,4200000000,4200000000,4200000000,1509164344,1509164335,0,0,1,1,10349800,1,0
4445956,9,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164372,1509164358,0,0,1,1,10349796,1,0
4445958,79,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164407,1509164392,0,0,1,1,10349794,1,0
4445958,82,7.00E+18,1.01E+14,110,31500,21000,4807450980,4807450980,4807450980,1509164407,1509164378,0,0,1,1,10349794,1,0
4445959,43,7.00E+18,1.05E+14,110,31500,21000,5000000000,5000000000,5000000000,1509164424,1509164408,0,0,1,1,10349794,1,0
4447741,25,2.84E+19,4.20E+14,113,63500,21000,20000000000,20000000000,20000000000,1509189215,1509189209,0,0,1,1,10348012,1,0
4483299,65,7.80E+19,2.31E+14,112,21000,21000,11000000000,11000000000,11000000000,1509687439,1509687436,0,0,1,1,10312454,1,0
4506019,95,7.81E+19,8.40E+13,113,50000,21000,4000000000,4000000000,4000000000,1510002355,1510002352,0,0,1,1,10289734,1,0
4506047,175,4.11E+19,8.40E+13,113,21000,21000,4000000000,4000000000,4000000000,1510002701,1510002682,0,0,1,1,10289706,1,0
4506798,64,9.81E+19,1.05E+14,112,21000,21000,5000000000,5000000000,5000000000,1510013446,1510013431,0,0,1,1,10288955,1,0
4516048,8,2.00E+19,4.20E+14,112,21000,21000,20000000000,20000000000,20000000000,1510140963,1510140961,0,0,1,1,10279705,1,0
4516053,303,4.00E+19,4.20E+14,112,21000,21000,20000000000,20000000000,20000000000,1510141136,1510141086,0,0,1,1,10279700,1,0
4516157,162,1.00E+19,4.20E+14,111,21000,21000,20000000000,20000000000,20000000000,1510142732,1510142730,0,0,1,1,10279596,1,0
4516162,30,2.00E+19,4.20E+14,112,21000,21000,20000000000,20000000000,20000000000,1510142808,1510142806,0,0,1,1,10279591,1,0
4516173,458,2.00E+19,4.20E+14,112,21000,21000,20000000000,20000000000,20000000000,1510142991,1510142991,0,0,1,1,10279580,1,0
4518845,38,1.49E+19,1.05E+14,111,21000,21000,5000000000,5000000000,5000000000,1510180273,1510180263,0,0,1,1,10276908,1,0
4518870,256,1.03E+19,2.21E+14,113,21000,21000,10500000000,10500000000,10500000000,1510180694,1510180677,0,0,1,1,10276883,1,0
4544282,6,3.00E+19,9.14E+14,117,250000,29493,31000000000,31000000000,31000000000,1510531671,1510531667,0,0,1,1,10251471,1,0
4551811,72,1.52E+19,4.20E+14,111,21000,21000,20000000001,20000000001,20000000001,1510636965,1510636965,0,0,1,1,10243942,1,0
4552049,1,1.09E+19,6.30E+14,114,90000,21000,30000000000,30000000000,30000000000,1510640369,1510640368,0,0,1,1,10243705,1,0
4557447,37,1.00E+19,4.20E+14,111,21000,21000,20000000000,20000000000,20000000000,1510715860,1510715845,0,0,1,1,10238307,1,0
4557628,47,5.00E+19,1.54E+16,113,250000,51416,3.00E+11,3.00E+11,3.00E+11,1510718327,1510718327,0,0,1,1,10238126,1,0
4557865,8,4.97E+19,6.30E+14,115,90000,21000,30000000000,30000000000,30000000000,1510721665,1510721643,0,0,1,1,10237889,1,0
4563390,137,9.34E+18,2.10E+14,113,50000,21000,10000000000,10000000000,10000000000,1510799005,1510798993,0,0,1,1,10232364,1,0
4577596,59,8.13E+17,2.10E+13,111,250000,21000,1000000000,1000000000,1000000000,1510996583,1510996581,0,0,1,1,10218158,1,0
4605816,300,7.80E+17,2.10E+13,110,31500,21000,1000000000,1000000000,1000000000,1511388325,1511388306,0,0,1,1,10189938,1,0
4615505,17,1.00E+17,2.10E+14,111,21000,21000,10000000000,10000000000,10000000000,1511523788,1511523782,0,0,1,1,10180249,1,0
4615513,211,6.50E+19,2.10E+14,112,21000,21000,10000000000,10000000000,10000000000,1511523997,1511523905,0,0,1,1,10180241,1,0
4620623,216,4.00E+19,2.73E+13,110,21000,21000,1300000000,1300000000,1300000000,1511594877,1511594877,0,0,1,1,10175131,1,0
4621008,7,6.50E+19,4.41E+14,113,250000,21000,21000000000,21000000000,21000000000,1511600373,1511600368,0,0,1,1,10174747,1,0
4636468,258,2.10E+19,3.78E+14,115,90000,21000,18000000000,18000000000,18000000000,1511818007,1511817969,0,0,1,1,10159287,1,0
4636499,284,1.30E+18,2.10E+12,110,21000,21000,100000000,100000000,100000000,1511818460,1511818269,0,0,1,1,10159256,1,0
4637388,4,1.30E+18,1.07E+14,111,21000,21000,5100000000,5100000000,5100000000,1511831135,1511831132,0,0,1,1,10158367,1,0
4637400,13,1.30E+18,1.07E+14,112,21000,21000,5100000000,5100000000,5100000000,1511831301,1511831301,0,0,1,1,10158355,1,0
